date_time,WS_20_mean,WS_20_min,WS_20_max,WS_20_stdv,WD_20_mean,WD_20_min,WD_20_max,WD_20_stdv,Tair_mean,Pbaro_mean,WD_20_mean_rad,WD_20_max_rad,WD_20_min_rad,WD_20_stdv_rad,year,month
2019-08-29 20:10:00,-0.16505795799086734,-0.053819800000001264,-0.286854820091327,-0.05067679086757975,288.22,280.12,295.92,2.602,-0.22381463051933306,0.18195205479457288,0.2814453411243605,0.2436261273576895,0.3051891094866413,-0.01384308804746853,2019,8
2019-08-29 21:10:00,-0.15492995799086737,-0.028995800000001282,-0.262030820091327,-0.05380479086757974,285.72,277.02,292.62,2.479,-0.24531463051933305,0.186952054794574,0.27446402411638304,0.2344107889071593,0.29653227639674923,-0.014186568844261014,2019,8
2019-08-29 22:10:00,-0.22816195799086736,-0.12828380000000128,-0.311670820091327,-0.03494079086757975,270.82,256.02,287.42,5.51,-0.2698146305193331,0.19695205479457628,0.23285537474883825,0.21988964953056667,0.23788921352973988,-0.005722420103789315,2019,8
2019-08-29 23:10:00,-0.19584195799086737,-0.07863580000000127,-0.311670820091327,-0.04050079086757975,279.32,265.92,292.52,3.699,-0.2893146305193331,0.18195205479457288,0.25659185257596123,0.23413153622684021,0.26553522888133,-0.010779686144368084,2019,8
2019-08-30 00:10:00,-0.06516995799086736,0.020652199999998757,-0.11309482009132701,-0.025012790867579744,277.92,266.12,292.62,4.606,-0.2893146305193331,0.1719520547945763,0.25268231505149386,0.2344107889071593,0.2660937342419682,-0.008246864333873914,2019,8
2019-08-30 01:10:00,-0.26599395799086734,-0.12828380000000128,-0.410966820091327,-0.05702879086757975,303.22,284.52,310.72,4.739,-0.30031463051933316,0.16695205479457514,0.32333324317222434,0.2849555240449152,0.31747622742068116,-0.00787545826904952,2019,8
2019-08-30 02:10:00,-0.2609299579908673,-0.12828380000000128,-0.361318820091327,-0.05102079086757975,287.82,269.52,300.72,5.791,-0.2883146305193331,0.14195205479457515,0.280328330403084,0.25703025601300594,0.2755883253728173,-0.004937720072092664,2019,8
2019-08-30 03:10:00,-0.2308899579908673,-0.07863580000000127,-0.361318820091327,-0.05266079086757974,308.42,299.92,314.12,2.659,-0.29131463051933304,0.11695205479457514,0.3378543825488171,0.2944501151757643,0.36048114018982164,-0.01368391401968665,2019,8
2019-08-30 04:10:00,-0.22736195799086736,-0.12828380000000128,-0.286854820091327,-0.029132790867579753,285.32,260.02,316.42,11.57,-0.31131463051933306,0.10195205479457173,0.27334701339510675,0.3008729268231035,0.24905932074250345,0.011200292323547707,2019,8
2019-08-30 05:10:00,-0.20939395799086732,-0.053819800000001264,-0.361318820091327,-0.05862079086757975,296.02,289.82,305.62,2.704,-0.27581463051933314,0.07195205479457627,0.3032270501892495,0.2707136373486415,0.3322766194775932,-0.013558250313543057,2019,8
